Product Name,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Price per Unit (sold),Year,Month,Day,DayOfWeek,Quarter,Days_to_Sell,Days_to_Expire,Sales_Velocity,Quantity_Sold_Hist_Mean,Sales_Velocity_Hist_Mean,Sales_Volatility_Hist,Capacity_Utilization,Sales_Trend_7d,Seasonal_Volatility,Stock_Efficiency
Butter,97.51,15.2925,6030.9935000000005,25,61.17,2020,11,14,5,4,25,0,0.72,217.0,8.947368421052632,54.71471100437881,0.08047058823529411,144.42857142857142,19.502974393672847,0.72
Ghee,837.45,22.4125,72573.417,115,89.65,2021,1,15,4,1,41,74,13.585365853658537,188.0,6.563383492932056,43.34753878230251,2.0698723254992304,211.0,62.08880732047191,0.1835860250494397
Buttermilk,114.29,10.785,4843.610200000001,13,43.14,2020,2,1,5,1,13,0,4.538461538461538,152.0,18.0,48.52413783860662,0.25213675213675213,190.57142857142858,26.256946246408635,4.538461538461538
Butter,799.53,16.725,56758.6347,40,66.9,2021,12,10,4,4,37,3,7.594594594594595,217.0,8.947368421052632,54.71471100437881,0.8488076311605722,398.2857142857143,28.678109787895327,2.5315315315315314
Buttermilk,320.25,12.4,15506.505,12,49.6,2020,5,26,1,2,12,0,17.666666666666668,152.0,18.0,48.52413783860662,0.9814814814814815,149.42857142857142,33.37481161025775,17.666666666666668
Butter,714.97,19.105,54023.1332,37,76.42,2021,1,23,5,1,37,0,7.756756756756757,217.0,8.947368421052632,54.71471100437881,0.8669316375198728,248.0,62.264586095764265,7.756756756756757
Paneer,71.58,15.735,4717.837799999999,10,62.94,2021,3,3,2,1,10,0,5.6,182.0,18.88888888888889,39.60277158687125,0.2964705882352941,118.71428571428571,45.330069626579196,5.6
Cheese,271.73,18.405,19830.855400000004,72,73.62,2019,8,19,0,3,41,31,2.097560975609756,194.0,7.842105263157895,56.94558885722439,0.2674742183663447,235.14285714285714,21.326427220515964,0.06766325727773408
Paneer,249.78,20.505,19570.263,8,82.02,2021,2,21,6,1,8,0,12.625,182.0,18.88888888888889,39.60277158687125,0.6683823529411764,224.57142857142858,25.97957563681851,12.625
Paneer,423.6,4.935,6256.572,11,19.74,2021,3,20,5,1,11,0,21.90909090909091,182.0,18.88888888888889,39.60277158687125,1.1598930481283423,181.0,45.330069626579196,21.90909090909091
Ghee,115.4,17.3375,8294.952,105,69.35,2022,2,27,6,1,58,47,1.8620689655172413,188.0,6.563383492932056,43.34753878230251,0.2837056477840213,279.7142857142857,76.27210063356509,0.03961848862802641
Butter,970.92,10.635,36759.0312,26,42.54,2020,1,8,2,1,26,0,1.0,217.0,8.947368421052632,54.71471100437881,0.11176470588235293,196.42857142857142,62.264586095764265,1.0
Yogurt,774.58,16.715,54057.9382,24,66.86,2021,10,23,5,4,6,18,124.5,178.0,9.954545454545455,44.4674005868485,12.506849315068491,276.0,24.054204233543757,6.916666666666667
Cheese,846.54,9.13,29916.7236,34,36.52,2021,3,10,2,1,23,11,5.086956521739131,194.0,7.842105263157895,56.94558885722439,0.6486723081412313,114.85714285714286,10.058263399025437,0.46245059288537554
Yogurt,520.57,8.215,16397.955,28,32.86,2021,8,6,4,3,28,0,17.0,178.0,9.954545454545455,44.4674005868485,1.7077625570776254,334.42857142857144,11.206689153771064,17.0
Butter,623.03,23.75,60695.5826,38,95.0,2021,1,18,0,1,38,0,9.81578947368421,217.0,8.947368421052632,54.71471100437881,1.0970588235294119,272.0,62.264586095764265,9.81578947368421
Paneer,663.74,17.6225,48101.2378,7,70.49,2020,10,1,3,4,7,0,5.428571428571429,182.0,18.88888888888889,39.60277158687125,0.28739495798319326,177.14285714285714,48.974162968296724,5.428571428571429
Ghee,480.67,2.4575,6176.6095000000005,71,9.83,2021,7,15,3,3,38,33,0.8947368421052632,188.0,6.563383492932056,43.34753878230251,0.1363224993738036,128.85714285714286,17.020182178662996,0.02711323763955343
Paneer,471.71,12.265,22193.9555,9,49.06,2019,4,25,3,2,9,0,47.22222222222222,182.0,18.88888888888889,39.60277158687125,2.5,395.85714285714283,36.68841185457616,47.22222222222222
Buttermilk,413.52,15.2275,24070.9992,11,60.91,2019,4,13,5,2,2,9,72.5,152.0,18.0,48.52413783860662,4.027777777777778,132.57142857142858,25.655739225146082,8.055555555555555
Ghee,626.79,15.985,42540.2373,124,63.94,2019,3,5,1,1,58,66,6.5344827586206895,188.0,6.563383492932056,43.34753878230251,0.9955966713902229,139.0,31.03633279344621,0.0990073145245559
Ice Cream,198.71,24.5975,19696.1352,23,98.39,2021,6,1,1,2,6,17,18.5,177.0,9.125,72.25225364557888,2.0273972602739727,223.0,26.052907676433684,1.088235294117647
Lassi,729.19,19.7725,56351.8032,15,79.09,2019,1,2,2,1,15,0,19.6,192.0,15.75,49.63685879040302,1.2444444444444445,152.28571428571428,78.6859636309452,19.6
Ghee,768.5,3.055,12480.44,70,12.22,2019,5,5,6,2,39,31,16.71794871794872,188.0,6.563383492932056,43.34753878230251,2.5471540305319444,199.71428571428572,44.276704131336324,0.5392886683209264
Cheese,829.91,8.09,23254.0782,55,32.36,2021,9,2,3,3,38,17,19.92105263157895,194.0,7.842105263157895,56.94558885722439,2.540268456375839,291.57142857142856,116.58518894484398,1.171826625386997
Ice Cream,50.4,13.315,2646.504,25,53.26,2020,12,15,1,4,21,4,0.38095238095238093,177.0,9.125,72.25225364557888,0.04174820613176777,223.42857142857142,113.16620060215111,0.09523809523809523
Yogurt,218.69,10.3825,9823.5548,26,41.53,2020,3,10,1,1,26,0,4.6923076923076925,178.0,9.954545454545455,44.4674005868485,0.47137337548296454,345.2857142857143,69.58566092479155,4.6923076923076925
Ghee,753.79,18.8875,58908.6885,100,75.55,2019,2,21,3,1,59,41,1.0508474576271187,188.0,6.563383492932056,43.34753878230251,0.16010758151778728,85.28571428571429,76.27210063356509,0.025630425795783382
Ghee,47.91,23.435,4474.794,113,93.74,2021,1,11,0,1,3,110,8.666666666666666,188.0,6.563383492932056,43.34753878230251,1.320457150797235,184.71428571428572,62.08880732047191,0.07878787878787878
Yogurt,133.91,9.9575,5577.3515,26,39.83,2021,6,5,5,2,7,19,17.857142857142858,178.0,9.954545454545455,44.4674005868485,1.7938682322243964,323.2857142857143,57.62585415815926,0.9398496240601504
Paneer,767.24,11.9625,39873.4628,11,47.85,2021,6,25,4,2,11,0,32.0,182.0,18.88888888888889,39.60277158687125,1.6941176470588235,152.14285714285714,24.496065128402318,32.0
Butter,421.67,11.335,20881.098400000003,38,45.34,2022,5,5,3,2,38,0,6.7631578947368425,217.0,8.947368421052632,54.71471100437881,0.7558823529411764,213.71428571428572,41.44417673170085,6.7631578947368425
Butter,457.37,15.4775,30241.3044,32,61.91,2020,3,27,4,1,9,23,22.0,217.0,8.947368421052632,54.71471100437881,2.458823529411765,167.42857142857142,39.693180755752905,0.9565217391304348
Cheese,513.61,15.45,32259.8441,60,61.8,2021,9,25,5,3,15,45,28.466666666666665,194.0,7.842105263157895,56.94558885722439,3.6299776286353467,368.85714285714283,116.58518894484398,0.6325925925925926
Ice Cream,288.14,17.7375,19400.4662,26,70.95,2020,9,2,2,3,26,0,5.115384615384615,177.0,9.125,72.25225364557888,0.5605900948366702,197.57142857142858,93.62449606224473,5.115384615384615
Cheese,470.34,8.2125,13696.3008,66,32.85,2021,12,12,6,4,53,13,3.1132075471698113,194.0,7.842105263157895,56.94558885722439,0.39698619729011014,243.71428571428572,17.59842788346705,0.23947750362844702
Lassi,235.59,4.28,2966.0781,12,17.12,2021,10,17,6,4,12,0,16.916666666666668,192.0,15.75,49.63685879040302,1.0740740740740742,287.7142857142857,28.685058460461505,16.916666666666668
Ice Cream,725.1,14.415,38198.268,23,57.66,2020,6,8,0,2,23,0,7.6521739130434785,177.0,9.125,72.25225364557888,0.8385944014294223,215.57142857142858,26.052907676433684,7.6521739130434785
Milk,216.86,18.3525,15160.6826,25,73.41,2020,11,14,5,4,25,0,0.92,202.0,29.043478260869566,164.33150316519354,0.031676646706586827,371.2857142857143,122.84842629047019,0.92
Cheese,828.08,10.4625,34464.6896,64,41.85,2020,10,19,0,4,52,12,7.711538461538462,194.0,7.842105263157895,56.94558885722439,0.9833505420753743,281.14285714285717,61.43451097654682,0.6426282051282052
Paneer,689.05,1.85,6966.295499999999,10,7.4,2022,3,10,3,1,2,8,182.5,182.0,18.88888888888889,39.60277158687125,9.661764705882353,246.0,45.330069626579196,22.8125
Butter,705.44,20.2275,54819.7424,40,80.91,2019,3,29,4,1,40,0,6.975,217.0,8.947368421052632,54.71471100437881,0.7795588235294117,303.85714285714283,39.693180755752905,6.975
Ice Cream,65.92,16.0725,4214.2656,22,64.29,2019,10,13,6,4,22,0,1.6818181818181819,177.0,9.125,72.25225364557888,0.1843088418430884,157.0,18.891856211250676,1.6818181818181819
Yogurt,545.66,6.5725,16931.8298,28,26.29,2019,5,26,6,2,28,0,19.321428571428573,178.0,9.954545454545455,44.4674005868485,1.9409654272667969,262.14285714285717,76.6816846453667,19.321428571428573
Ice Cream,720.34,10.6775,31457.2478,24,42.71,2021,6,4,4,2,24,0,12.083333333333334,177.0,9.125,72.25225364557888,1.3242009132420092,251.85714285714286,26.052907676433684,12.083333333333334
Buttermilk,456.87,11.955,21911.4852,14,47.82,2021,4,3,5,2,14,0,27.857142857142858,152.0,18.0,48.52413783860662,1.5476190476190477,189.0,25.655739225146082,27.857142857142858
Yogurt,53.09,18.815,3926.0055,27,75.26,2020,9,8,1,3,27,0,1.5555555555555556,178.0,9.954545454545455,44.4674005868485,0.15626585489599187,282.2857142857143,62.732106962083954,1.5555555555555556
Butter,296.93,21.34,25043.076200000003,26,85.36,2022,11,22,1,4,26,0,1.1538461538461537,217.0,8.947368421052632,54.71471100437881,0.12895927601809953,88.57142857142857,19.502974393672847,1.1538461538461537
Ice Cream,898.41,5.7575,22352.4408,29,23.03,2022,12,21,2,4,12,17,55.583333333333336,177.0,9.125,72.25225364557888,6.091324200913242,281.85714285714283,113.16620060215111,3.269607843137255
Buttermilk,861.72,23.2125,76942.97880000001,11,92.85,2019,3,15,4,1,11,0,49.63636363636363,152.0,18.0,48.52413783860662,2.757575757575758,261.14285714285717,35.24982003251589,49.63636363636363
Cheese,628.05,21.225,52360.5285,53,84.9,2020,12,6,6,4,23,30,13.130434782608695,194.0,7.842105263157895,56.94558885722439,1.6743507440910417,226.0,17.59842788346705,0.43768115942028984
Butter,992.89,15.1475,59503.8977,37,60.59,2019,10,5,5,4,37,0,15.378378378378379,217.0,8.947368421052632,54.71471100437881,1.718759936406995,290.14285714285717,20.461536028258692,15.378378378378379
Ice Cream,655.59,22.8675,61363.224,23,91.47,2020,8,29,5,3,23,0,25.26086956521739,177.0,9.125,72.25225364557888,2.7683144729005362,229.28571428571428,165.4885276378345,25.26086956521739
Lassi,584.01,9.1475,23459.6817,15,36.59,2019,10,12,5,4,15,0,13.466666666666667,192.0,15.75,49.63685879040302,0.855026455026455,255.57142857142858,28.685058460461505,13.466666666666667
Milk,147.65,20.9075,12200.3195,21,83.63,2021,7,10,5,3,21,0,4.9523809523809526,202.0,29.043478260869566,164.33150316519354,0.1705161106358711,191.28571428571428,175.07374573385908,4.9523809523809526
Ghee,565.4,3.5725,7909.946,88,14.29,2022,5,4,2,2,59,29,9.423728813559322,188.0,6.563383492932056,43.34753878230251,1.4358034729659634,405.0,44.276704131336324,0.3249561659848042
Butter,714.01,15.2975,44439.9824,38,61.19,2021,8,8,6,3,22,16,1.5454545454545454,217.0,8.947368421052632,54.71471100437881,0.17272727272727273,219.42857142857142,73.83495093260214,0.09659090909090909
Yogurt,205.81,15.9125,12078.9889,30,63.65,2019,1,17,3,1,19,11,5.7894736842105265,178.0,9.954545454545455,44.4674005868485,0.5815909637106464,146.85714285714286,22.76546445517359,0.5263157894736842
Ghee,564.08,19.3025,44799.23360000001,63,77.21,2019,1,1,1,1,22,41,19.40909090909091,188.0,6.563383492932056,43.34753878230251,2.957177640159542,427.0,62.08880732047191,0.47339246119733924
Ghee,364.83,9.895,14283.0945,91,39.58,2020,3,10,1,1,53,38,3.660377358490566,188.0,6.563383492932056,43.34753878230251,0.557696706650211,206.85714285714286,31.03633279344621,0.09632571996027806
Buttermilk,885.05,19.135,65201.6335,10,76.54,2019,11,23,5,4,10,0,7.8,152.0,18.0,48.52413783860662,0.43333333333333335,193.85714285714286,33.407441708270284,7.8
Curd,486.04,1.7775,5526.2748,5,7.11,2022,11,2,2,4,5,0,88.0,196.0,34.57142857142857,69.91022195694126,2.545454545454546,240.42857142857142,54.82630570341712,88.0
Ghee,583.29,16.7375,40107.0204,77,66.95,2021,6,16,2,2,59,18,1.4915254237288136,188.0,6.563383492932056,43.34753878230251,0.2272494705413755,289.7142857142857,11.383149855574802,0.08286252354048965
Buttermilk,261.27,13.05,14069.3895,7,52.2,2022,11,16,2,4,2,5,91.0,152.0,18.0,48.52413783860662,5.055555555555555,141.0,33.407441708270284,18.2
Buttermilk,632.82,14.98,39044.994000000006,12,59.92,2019,11,6,2,4,12,0,0.08333333333333333,152.0,18.0,48.52413783860662,0.004629629629629629,255.57142857142858,33.407441708270284,0.08333333333333333
Curd,432.3,4.0825,7357.746,7,16.33,2019,9,20,4,3,7,0,57.57142857142857,196.0,34.57142857142857,69.91022195694126,1.665289256198347,391.57142857142856,37.456094832772834,57.57142857142857
Paneer,369.19,18.1625,28578.9979,12,72.65,2021,5,13,3,2,3,9,73.66666666666667,182.0,18.88888888888889,39.60277158687125,3.8999999999999995,200.14285714285714,67.12940603786501,8.185185185185185
Paneer,264.88,14.9225,15752.4136,8,59.69,2022,5,15,6,2,8,0,6.0,182.0,18.88888888888889,39.60277158687125,0.3176470588235294,212.57142857142858,67.12940603786501,6.0
Ghee,217.19,13.7175,12292.954,127,54.87,2020,5,22,4,2,13,114,14.846153846153847,188.0,6.563383492932056,43.34753878230251,2.261966539383429,130.14285714285714,44.276704131336324,0.13022941970310392
Paneer,20.77,18.8275,1505.6173,11,75.31,2022,3,19,5,1,11,0,1.1818181818181819,182.0,18.88888888888889,39.60277158687125,0.0625668449197861,260.7142857142857,45.330069626579196,1.1818181818181819
Paneer,834.56,14.505,44406.9376,9,58.02,2020,7,17,4,3,9,0,38.111111111111114,182.0,18.88888888888889,39.60277158687125,2.0176470588235293,276.57142857142856,26.57882509298081,38.111111111111114
Milk,372.37,24.1225,36957.7225,28,96.49,2020,10,18,6,4,28,0,2.857142857142857,202.0,29.043478260869566,164.33150316519354,0.09837467921300257,125.85714285714286,82.78913031246772,2.857142857142857
Ice Cream,419.9,18.4575,32626.23,29,73.83,2020,6,10,2,2,24,5,17.083333333333332,177.0,9.125,72.25225364557888,1.8721461187214612,247.71428571428572,26.052907676433684,3.4166666666666665
Yogurt,580.07,6.92,14333.5297,29,27.68,2022,7,29,4,3,29,0,2.9655172413793105,178.0,9.954545454545455,44.4674005868485,0.2979058415997481,252.71428571428572,21.542638229962574,2.9655172413793105
Paneer,26.33,14.6125,1596.3879,8,58.45,2022,7,13,2,3,8,0,1.0,182.0,18.88888888888889,39.60277158687125,0.052941176470588235,224.0,26.57882509298081,1.0
Milk,318.29,12.9125,15812.6472,2,51.65,2018,12,10,0,4,2,0,146.0,202.0,29.043478260869566,164.33150316519354,5.026946107784431,121.0,160.85683220493374,146.0
Yogurt,24.63,14.695,1473.6129,30,58.78,2020,8,15,5,3,30,0,0.5666666666666667,178.0,9.954545454545455,44.4674005868485,0.05692541856925419,204.42857142857142,11.206689153771064,0.5666666666666667
Ice Cream,284.31,19.4375,23347.5372,26,77.75,2020,2,25,1,1,26,0,4.461538461538462,177.0,9.125,72.25225364557888,0.48893572181243417,239.57142857142858,39.885494812129714,4.461538461538462
Ice Cream,286.74,11.995,14130.5472,28,47.98,2022,2,17,3,1,23,5,4.434782608695652,177.0,9.125,72.25225364557888,0.4860035735556879,320.14285714285717,39.885494812129714,0.8869565217391304
Yogurt,775.42,21.555,70260.80619999999,26,86.22,2022,4,25,0,2,26,0,6.653846153846154,178.0,9.954545454545455,44.4674005868485,0.6684229012996137,150.14285714285714,23.387685266416824,6.653846153846154
Curd,84.22,22.0725,7789.507799999999,5,88.29,2020,1,26,6,1,5,0,13.6,196.0,34.57142857142857,69.91022195694126,0.39338842975206617,352.2857142857143,44.43556072012025,13.6
Ghee,32.92,20.0625,2805.4424,99,80.25,2019,12,23,0,4,30,69,0.8333333333333334,188.0,6.563383492932056,43.34753878230251,0.12696703373050336,342.7142857142857,25.74408356014258,0.012077294685990338
Curd,163.34,22.455,14026.0058,6,89.82,2021,2,20,5,1,6,0,17.0,196.0,34.57142857142857,69.91022195694126,0.49173553719008267,231.14285714285714,34.44428802335061,17.0
Cheese,859.17,9.405,28455.7104,28,37.62,2019,9,26,3,3,28,0,17.392857142857142,194.0,7.842105263157895,56.94558885722439,2.217881112176414,307.14285714285717,116.58518894484398,17.392857142857142
Lassi,386.56,11.34,17151.6672,14,45.36,2019,1,3,3,1,14,0,9.785714285714286,192.0,15.75,49.63685879040302,0.6213151927437641,170.42857142857142,78.6859636309452,9.785714285714286
Buttermilk,196.53,4.285,3515.9217000000003,7,17.14,2022,2,4,4,1,7,0,15.428571428571429,152.0,18.0,48.52413783860662,0.8571428571428571,344.42857142857144,26.256946246408635,15.428571428571429
Yogurt,234.95,13.1675,13425.043,28,52.67,2021,8,9,0,3,18,10,4.055555555555555,178.0,9.954545454545455,44.4674005868485,0.4074074074074074,242.14285714285714,11.206689153771064,0.40555555555555556
Ice Cream,899.77,10.79,37898.3124,29,43.16,2022,7,28,3,3,29,0,17.551724137931036,177.0,9.125,72.25225364557888,1.9234766178554559,155.57142857142858,61.64490496018566,17.551724137931036
Paneer,926.31,18.1075,68667.36029999999,9,72.43,2022,2,19,5,1,9,0,1.0,182.0,18.88888888888889,39.60277158687125,0.052941176470588235,226.28571428571428,25.97957563681851,1.0
Lassi,648.05,7.1125,16369.743,16,28.45,2021,11,4,3,4,14,2,40.07142857142857,192.0,15.75,49.63685879040302,2.54421768707483,227.85714285714286,99.89887497072651,20.035714285714285
Milk,815.01,20.8,68803.1442,26,83.2,2019,7,19,4,3,1,25,539.0,202.0,29.043478260869566,164.33150316519354,18.558383233532933,244.71428571428572,175.07374573385908,21.56
Butter,674.95,16.825,48103.6865,36,67.3,2020,2,2,6,1,18,18,13.222222222222221,217.0,8.947368421052632,54.71471100437881,1.4777777777777779,152.0,9.341512894137912,0.7345679012345678
Cheese,387.24,14.575,23877.2184,51,58.3,2019,3,3,6,1,38,13,1.8421052631578947,194.0,7.842105263157895,56.94558885722439,0.2348993288590604,350.57142857142856,10.058263399025437,0.1417004048582996
Milk,605.55,16.4975,40250.9085,26,65.99,2021,3,8,0,1,3,23,103.33333333333333,202.0,29.043478260869566,164.33150316519354,3.5578842315369257,225.85714285714286,195.24384587609882,4.492753623188405
Buttermilk,556.16,5.6925,11963.0016,14,22.77,2021,2,27,5,1,14,0,11.214285714285714,152.0,18.0,48.52413783860662,0.623015873015873,143.57142857142858,26.256946246408635,11.214285714285714
Ghee,866.72,17.53,59639.00320000001,129,70.12,2019,5,6,0,2,22,107,22.90909090909091,188.0,6.563383492932056,43.34753878230251,3.490439181827656,302.14285714285717,44.276704131336324,0.21410365335598983
Curd,976.47,7.18,29010.923700000003,5,28.72,2022,10,5,2,4,5,0,66.2,196.0,34.57142857142857,69.91022195694126,1.9148760330578516,208.42857142857142,42.235685832910754,66.2
Lassi,186.32,15.9925,11400.9208,14,63.97,2019,6,7,4,2,14,0,9.571428571428571,192.0,15.75,49.63685879040302,0.6077097505668935,227.14285714285714,23.51479496534756,9.571428571428571
Butter,615.24,24.105,58847.706000000006,28,96.42,2022,10,21,4,4,28,0,10.035714285714286,217.0,8.947368421052632,54.71471100437881,1.1216386554621849,139.71428571428572,20.461536028258692,10.035714285714286
Buttermilk,392.05,13.195,21013.88,10,52.78,2022,3,1,1,1,10,0,3.7,152.0,18.0,48.52413783860662,0.20555555555555555,181.42857142857142,35.24982003251589,3.7
Paneer,997.79,16.8975,71112.49329999999,14,67.59,2022,3,17,3,1,14,0,6.928571428571429,182.0,18.88888888888889,39.60277158687125,0.3668067226890756,279.2857142857143,45.330069626579196,6.928571428571429
Ice Cream,333.95,9.1725,12165.7985,24,36.69,2022,5,2,0,2,24,0,6.416666666666667,177.0,9.125,72.25225364557888,0.7031963470319634,220.85714285714286,94.931255021169,6.416666666666667
Ghee,670.03,20.1175,54540.442,135,80.47,2020,6,25,3,2,12,123,4.0,188.0,6.563383492932056,43.34753878230251,0.6094417619064161,219.42857142857142,11.383149855574802,0.032520325203252036
Paneer,164.91,18.79,11969.1678,13,75.16,2019,8,26,0,3,13,0,9.076923076923077,182.0,18.88888888888889,39.60277158687125,0.4805429864253393,103.42857142857143,49.71532755385483,9.076923076923077
Yogurt,229.92,5.4925,4322.496,26,21.97,2021,6,19,5,2,26,0,1.5,178.0,9.954545454545455,44.4674005868485,0.1506849315068493,242.42857142857142,57.62585415815926,1.5
Curd,531.02,3.3725,8618.4546,5,13.49,2022,6,16,3,2,5,0,33.6,196.0,34.57142857142857,69.91022195694126,0.9719008264462812,273.42857142857144,98.47287847669386,33.6
